"user_id","age","male","friend_cnt","avg_friend_age","avg_friend_male","friend_country_cnt","subscriber_friend_cnt","songsListened","lovedTracks","posts","playlists","shouts","delta_friend_cnt","delta_avg_friend_age","delta_avg_friend_male","delta_friend_country_cnt","delta_subscriber_friend_cnt","delta_songsListened","delta_lovedTracks","delta_posts","delta_playlists","delta_shouts","tenure","good_country","delta_good_country","adopter"
1035351,28,1,33,28.92307692,0.52173913,6,0,38070,0,0,0,55,0,0.269230769,0,0,0,0,0,0,0,0,58,1,0,0
1035390,15,0,2,16,0,1,0,7,0,0,1,2,0,1,0,0,0,0,0,0,0,0,16,0,0,0
1035398,23,0,15,21.27272727,0.166666667,10,0,23,118,0,1,7,0,0.545454546,0,0,0,0,0,0,0,0,28,1,0,0
1035481,43,1,18,19,0.333333333,2,0,34,4,0,1,1,0,0.153846154,0,0,0,0,0,0,0,0,30,0,0,0
1035696,18,1,6,18.66666667,0,2,0,13085,5,0,1,5,0,0.666666667,0,0,-1,0,0,0,0,0,39,1,0,0
1035715,23,0,2,23.5,1,1,0,47,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,35,0,0,0
1035724,34,0,3,34,1,3,0,2175,120,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0
1035762,17,0,32,18.26086957,0.6875,5,0,17022,43,0,0,434,9,0.143222506,0.122282609,1,0,1592,4,0,0,50,18,0,0,0
1035771,25,1,4,28.5,1,2,0,3863,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,68,1,0,0
1035858,23,1,16,23,0.333333333,6,0,37208,5,0,1,0,0,0.2,0,0,0,188,0,0,0,0,51,0,0,0
1035880,17,0,6,22.8,0.25,4,0,13398,31,0,0,1,0,0.4,0,0,0,853,0,0,0,1,36,0,0,0
1035889,18,1,17,20.14285714,0.615384615,1,0,38920,94,7,1,11,0,0.357142857,0,0,0,40,0,0,0,-1,66,0,0,0
1035921,31,1,7,28.5,1,2,0,21538,32,0,0,4,0,0,0,0,0,740,0,0,0,0,71,1,0,0
1035962,29,1,5,28,1,1,0,5503,0,0,0,1,0,0,0,0,0,984,0,0,0,0,12,1,0,0
1036018,47,0,40,38.60714286,0.888888889,5,3,31902,15,0,0,6,7,-1.131987578,-0.011111111,1,0,581,0,0,0,0,39,1,0,0
1036049,30,1,13,24.16666667,0.333333333,4,0,347181,33,3,1,26,0,0.25,0,0,0,1422,0,0,0,0,51,1,0,0
1036056,22,1,15,21.36363636,0.692307692,4,0,51464,389,0,1,15,2,0.141414141,-0.034965035,0,0,3530,1,0,0,0,35,1,0,0
1036057,22,1,12,20.88888889,0.888888889,4,0,22262,0,3,0,0,2,0.263888889,0.013888889,1,0,2242,0,0,0,0,40,1,0,0
1036078,22,0,1,22,0,1,0,224,8,0,1,1,0,1,0,0,0,0,0,0,0,0,48,0,0,0
1036099,33,0,14,31.16666667,0.916666667,1,1,35285,153,0,1,6,0,0.333333333,0,0,0,0,0,0,0,0,45,1,0,0
1036144,26,1,11,26.8,0.5,1,0,5678,12,0,1,6,0,0.4,0,0,0,121,0,0,0,0,78,1,0,0
1036207,25,1,28,25.81818182,0.72,6,1,28173,2,0,1,25,-2,0.359848485,0.016296296,0,0,475,0,0,0,0,62,0,0,0
1036226,18,1,113,19.22619048,0.272727273,23,0,25624,512,0,0,326,34,0.073648103,-0.028860029,6,0,5136,347,0,0,67,13,1,0,0
1036227,23,1,5,25.6,1,3,0,17698,118,0,0,2,1,-0.15,0,1,0,2652,5,0,0,0,25,0,0,0
1036237,35,1,1,23,0,1,0,4713,81,0,1,4,0,0,0,0,0,0,0,0,0,0,53,0,0,0
1036260,19,1,18,21.42857143,0.882352941,1,0,13210,92,0,1,12,0,0.357142857,0,0,0,47,1,0,0,0,61,0,0,0
1036351,20,0,5,20.33333333,0.4,3,0,19514,36,0,1,10,0,0.333333333,0,0,0,0,0,0,0,0,45,1,0,0
1036441,20,1,2,32,0.5,1,0,1441,33,0,1,2,0,1,0,0,0,0,0,0,0,0,23,0,0,0
1036554,19,1,13,18.33333333,0.555555556,2,0,18974,0,0,0,3,3,1.333333333,0.126984127,0,0,3287,0,0,0,1,8,0,0,0
1036633,23,1,1,27,1,1,0,9110,210,0,2,2,0,0,0,0,0,0,0,0,0,0,20,0,0,1
1036709,31,0,1,27,0,0,0,1761,21,0,1,3,0,1,0,0,0,695,3,0,0,0,6,0,0,0
1036796,23,0,41,24.57142857,0.5625,9,1,14056,3,0,0,58,0,0.178571429,0,0,-1,368,0,0,0,0,41,0,0,0
1036809,43,0,5,33,1,2,0,2129,224,0,1,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0
1036811,26,0,13,27,0.7,1,0,4980,69,0,1,14,0,0.4,0,0,0,43,0,0,0,0,36,1,0,0
1036917,25,1,1,23,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
1036937,22,1,10,21,0.6,1,0,12825,19,0,1,69,-1,0.428571429,-0.036363636,0,0,709,0,0,0,0,28,0,0,0
1037006,18,0,22,17.8125,0.684210526,2,0,0,0,0,0,1,7,0.4125,0.01754386,1,0,0,0,0,0,0,6,0,0,0
1037031,22,1,2,21,0,2,0,362,1,0,1,1,0,0.5,0,1,0,0,0,0,0,0,44,0,0,0
1037036,21,1,312,18.38076923,0.388888889,16,0,46914,1207,8,1,0,13,0.128769231,0.004830918,-1,-1,6456,121,0,0,-1,36,0,0,0
1037052,26,1,12,24.28571429,0.818181818,1,1,31760,1,0,1,34,0,0.285714286,0,0,0,36,0,0,0,1,58,1,0,0
1037076,25,1,30,24.6,0.68,2,1,59857,24,0,0,25,2,0.1,-0.015652174,-1,1,2176,20,0,0,2,70,1,0,0
1037083,44,1,7,32.75,0.5,4,0,130080,578,1,1,18,2,-13.25,0,2,0,3435,26,0,0,0,62,0,0,0
1037122,25,1,7,28,0.6,4,0,11894,14,0,0,13,0,0.5,0,0,0,0,0,0,0,0,58,0,0,0
1037135,18,0,1,17,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,53,0,0,0
1037160,24,1,3,21.5,0.5,2,0,47662,22,0,0,1,0,0.5,0,0,0,0,0,0,0,0,26,1,0,0
1037172,25,1,2,27.5,1,2,0,0,1,0,0,1,0,0.5,0,0,0,0,0,0,0,0,36,0,0,0
1037181,44,1,12,36.28571429,1,6,0,25012,254,0,1,9,0,0.142857143,0,0,0,46,0,0,0,0,62,0,0,1
1037206,22,0,21,22.77777778,0.5,1,0,27745,24,4,2,296,-1,0.356725146,-0.026315789,0,0,0,0,0,0,0,49,0,0,0
1037238,23,1,1,21,0,1,0,130,0,0,1,1,0,0,0,0,0,0,0,0,0,0,49,0,0,0
1037289,25,1,3,25,1,1,0,1948,2,0,0,1,0,1,0,0,0,0,0,0,0,0,58,0,0,0
1037311,22,1,10,23.2,0.2,3,0,9095,20,0,0,12,0,0.4,0,0,0,0,0,0,0,0,40,0,0,0
1037329,17,0,173,19.59859155,0.779874214,17,5,43232,165,0,0,8,2,0.127162978,0.001393201,0,0,3822,4,0,0,4,16,0,0,0
1037412,22,1,2,31,1,1,0,9134,128,0,1,1,0,0,0,0,0,0,0,0,0,0,29,1,0,0
1037458,25,1,40,27.36666667,0.931034483,4,0,262053,0,1,0,13,1,0.233333333,0.002463054,0,0,34719,0,0,0,2,79,1,0,0
1037494,21,0,31,20.86956522,0.608695652,1,1,1734,26,0,1,4,0,0.217391304,0,0,0,0,0,0,0,0,39,1,0,0
1037559,26,1,6,26.5,0.833333333,1,2,7513,0,0,0,0,0,0,0,0,0,407,0,0,0,0,85,0,0,0
1037564,31,1,1,29,1,1,0,3436,236,0,1,1,0,0,0,0,0,9,1,0,0,0,34,1,0,0
1037567,36,1,13,34.09090909,1,1,1,25785,36,0,1,1,1,0.190909091,0,0,0,349,0,0,0,0,64,1,0,0
1037661,26,0,13,24.61538462,0.75,3,0,2112,51,1,1,52,-1,0.043956044,-0.019230769,0,0,0,0,0,0,0,59,0,0,0
1037680,22,1,2,24,0,1,0,74,0,0,0,2,0,1,0,0,0,0,0,0,0,0,37,0,0,0
1037726,19,1,4,18.5,0.25,2,0,14121,90,0,0,5,1,-0.5,-0.083333333,0,0,2879,40,0,0,0,23,1,0,0
1037729,32,1,2,29,1,1,0,125,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0
1037790,22,1,36,22,0.714285714,5,1,11761,3,0,1,28,0,0.310344828,-0.044334975,0,1,1137,1,0,0,0,56,0,0,0
1037881,30,1,1,27,1,1,0,79,27,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0
1037891,18,1,18,19.33333333,1,2,0,6654,0,0,1,8,0,0.333333333,0,0,-1,71,0,0,0,0,41,0,0,0
1037925,24,0,122,25.3956044,0.863157895,13,3,68547,9,0,1,23,37,-0.173626374,0.034586466,5,1,4793,1,0,0,2,37,0,0,0
1038050,17,0,23,19.23076923,0.476190476,9,0,41441,0,0,0,12,0,0.230769231,-0.002070393,0,0,2724,0,0,0,0,52,0,0,0
1038092,17,1,2,19,1,1,0,831,1,0,1,6,0,0.5,0,0,0,0,0,0,0,0,51,1,0,0
1038127,23,0,27,22.54166667,0.76,10,0,18691,0,0,1,402,0,0.25,0,0,0,751,0,0,0,12,45,0,0,0
1038176,28,1,19,28.3125,0.625,4,1,52473,75,0,1,17,0,0.3125,0,0,-1,0,0,0,0,0,70,0,0,0
1038304,29,1,2,30.5,1,1,0,19931,1,0,1,4,0,0.5,0,0,0,0,0,0,0,0,63,0,0,0
1038310,21,1,27,21.5,0.375,2,0,10318,28,0,0,22,0,0.2,0,0,0,0,0,0,0,0,41,1,0,0
1038321,36,1,45,29.0625,0.888888889,6,1,68972,1,0,2,10,0,0.304924242,0,0,0,741,0,0,0,0,61,0,0,0
1038334,29,1,1,30,1,1,0,1371,1,0,0,1,0,1,0,0,0,0,0,0,0,0,69,0,0,0
1038371,23,1,26,24.19047619,0.714285714,2,0,42466,54,5,1,10,0,0.285714286,0,0,0,3309,0,0,0,0,50,0,0,0
1038373,17,1,17,17.5,0.466666667,3,0,3786,12,0,0,3,2,-4.318181818,0.038095238,0,0,1133,0,0,0,0,14,0,0,0
1038412,20,0,28,24.125,0.8,9,1,96821,0,0,0,14,4,-0.259615385,0.035294118,2,1,4571,0,0,0,3,27,1,0,0
1038414,20,0,1,20,0,1,0,4544,0,0,0,2,0,1,0,0,0,0,0,0,0,0,40,0,0,0
1038446,24,1,1,25,1,1,0,864,1,0,0,2,0,1,0,0,0,0,0,0,0,0,24,0,0,0
1038449,26,1,4,23.25,1,1,0,2829,0,1,1,12,0,0.5,0,0,0,0,0,0,0,0,53,1,0,0
1038584,23,0,51,22.12195122,0.511111111,16,0,31384,76,1,2,1,1,0.34695122,-0.011616162,0,0,1775,3,0,0,-1,55,0,0,0
1038692,17,0,19,18.4375,0.277777778,5,0,27702,2183,15,0,85,-1,0.170833333,0.014619883,1,0,0,0,0,0,1,37,0,0,0
1038726,22,1,4,25.5,1,1,0,4440,50,0,1,0,0,1.5,0.333333333,0,0,0,0,0,0,0,40,0,0,0
1038740,33,1,4,27.75,1,4,0,26534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0
1038849,31,1,11,31.16666667,0.857142857,3,0,41069,70,41,1,32,0,0.5,0,0,0,1822,0,0,0,2,95,0,0,0
1038851,19,0,2,20,0,2,0,460,2,0,1,2,0,0,0,0,0,0,0,0,0,0,53,0,0,0
1038956,24,0,5,21.33333333,1,1,0,109,0,0,1,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0
1039125,24,0,13,24.4,0.583333333,2,0,17288,0,4,0,104,0,0.1,0,0,0,0,0,0,0,0,75,0,0,0
1039176,36,0,1,35,1,1,0,40244,21,0,0,1,0,1,0,0,0,1040,0,0,0,0,13,1,0,0
1039226,29,1,1,24,0,1,0,133,0,0,0,2,0,0,0,0,0,0,0,0,0,0,38,0,0,0
1039263,25,1,25,25.9,0.863636364,2,0,10540,22,4,1,15,1,0.3,0.006493507,0,0,56,-14,0,0,0,74,0,0,0
1039266,38,1,4,27.66666667,1,3,0,4778,31,0,0,0,0,0,0,0,0,156,0,0,0,0,93,0,0,0
1039294,30,1,1,27,0,1,0,98,0,0,1,0,0,1,0,0,0,0,0,0,0,0,67,1,0,0
1039354,24,1,3,24,0.333333333,2,0,15951,2,0,0,1,0,0,0,0,0,16,0,0,0,0,63,0,0,0
1039369,34,1,3,38,1,1,0,26884,0,1,0,5,0,0,0,0,0,752,0,0,0,0,81,0,0,0
1039372,20,1,2,22,1,1,0,850,0,0,1,2,0,0,0,0,0,0,0,0,0,0,50,0,0,0
1039589,34,1,6,32.5,0.666666667,2,0,618,1,0,0,6,0,0.5,0,0,0,0,0,0,0,0,61,0,0,0
1039631,21,0,11,21,0.5,2,0,2230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0
1039647,20,0,30,26.92857143,0.666666667,5,3,422,14,6,1,82,0,0.616071429,0,-1,0,0,0,0,0,0,71,1,0,0
1039703,29,0,1,37,0,1,0,259,136,0,0,1,-1,6.5,0,0,0,0,0,0,0,0,78,1,0,0
1039708,21,1,4,21.5,1,1,0,10118,8,1,0,8,0,1,0,0,0,0,0,0,0,0,60,1,0,0
1039744,38,1,1,38,1,1,0,1274,1,0,1,2,0,0,0,0,0,0,0,0,0,0,43,0,0,0
1039757,24,0,9,27,0.875,5,0,4737,107,0,1,11,0,0.5,0,-1,0,0,0,0,0,0,71,0,0,0
1039825,28,0,1,16,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,22,0,0,0
1039986,21,0,1,19,0,1,0,2,690,0,0,1,0,0,0,0,0,0,114,0,0,0,30,0,0,0
1040005,23,1,3,23,0.666666667,1,0,13470,1,0,0,1,0,0.333333333,0,0,0,477,0,0,0,0,50,0,0,0
1040006,29,1,4,24,0.5,3,0,2659,11,0,0,0,0,0.25,0,0,0,925,0,0,0,0,21,1,0,0
1040202,41,1,1,51,1,1,0,1028,129,0,1,3,0,0,0,0,0,0,0,0,0,0,64,0,0,0
1040419,15,1,4,19.5,0.666666667,2,0,75,18,0,1,1,3,-0.5,-0.333333333,1,0,-2,0,0,0,0,9,0,0,0
1040465,24,0,194,25.57419355,0.912087912,28,9,12358,24,0,1,46,0,0.303225807,0,0,1,41,0,0,0,0,35,0,0,0
1040498,27,1,4,27.5,0.5,2,0,14915,4,0,0,1,0,0,0,0,-1,0,0,0,0,0,83,1,0,0
1040562,29,1,3,28.5,1,1,0,442,1,0,0,2,0,0,0,0,0,0,0,0,0,0,48,1,0,0
1040602,22,1,28,21.7,0.454545455,3,0,107688,0,39,1,84,0,0.25,0,0,0,4436,0,0,0,0,66,1,0,0
1040646,18,0,63,22.37037037,0.629032258,17,2,34164,13,1,0,42,2,0.238294899,-0.020967742,1,0,264,-1,0,0,0,30,1,0,0
1040733,23,1,1,21,0,1,0,178,24,0,0,1,0,0,0,0,0,0,0,0,0,0,63,0,0,0
1040758,45,1,3,50,0.5,3,1,9857,174,2,0,2,0,0,0,0,1,0,0,0,0,0,36,1,0,1
1040938,33,1,1,33,0,1,0,3707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,71,0,0,0
1040948,22,1,1,23,1,1,0,2390,71,0,0,2,0,1,0,0,0,0,0,0,0,0,37,0,0,0
1040985,21,1,1,22,1,1,0,2032,2,0,1,2,0,0,0,0,0,0,0,0,0,0,46,0,0,0
1041103,18,1,3,19.33333333,1,1,0,16099,0,0,0,4,0,0.333333333,0,0,0,1656,0,0,0,0,43,0,0,0
1041186,27,0,9,28.57142857,0.555555556,4,0,28556,0,0,0,15,0,0,0,0,0,0,0,0,0,0,61,0,0,0
1041240,21,1,1,21,0,1,0,9529,0,0,0,2,0,0,0,0,0,0,0,0,0,0,41,0,0,0
1041312,24,0,8,28.4,0.875,6,1,1234,61,0,0,6,0,0.6,0,0,0,0,0,0,0,0,38,0,0,0
1041495,16,0,1,17,0,1,0,82,4,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0
1041552,35,1,36,32.03846154,0.689655172,8,7,25512,698,0,0,177,2,0.558461539,-0.024630542,2,-1,4962,72,0,0,3,57,0,0,0
1041619,41,1,1,45,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,66,1,0,0
1041698,21,1,24,22,0.952380952,3,1,61455,4,2,1,95,2,0.529411765,-0.047619048,0,0,3325,0,0,0,2,60,1,0,0
1041763,17,0,1,35,1,1,0,94,16,0,1,1,0,1,0,0,0,0,0,0,0,0,36,0,0,0
1041778,22,1,7,21.57142857,0.857142857,3,1,20459,122,0,1,0,0,0.571428571,0,0,0,0,0,0,0,0,29,0,0,0
1041794,22,0,35,26.75,0.862068966,13,0,51674,169,0,1,18,-1,0.39,-0.008898776,-1,0,832,2,0,0,0,32,0,0,1
1041811,17,0,11,19.81818182,0.727272727,3,0,10861,74,0,1,7,4,0.38961039,0.012987013,2,0,4917,19,0,0,0,12,0,0,0
1041858,22,0,2,20.5,0.5,1,0,0,2,0,3,0,0,0.5,0,0,0,0,0,0,0,0,23,0,0,0
1041875,25,1,7,23.8,0.333333333,5,1,23353,72,0,0,3,0,0.2,0,0,0,1999,0,0,0,0,38,0,0,0
1041880,29,1,1,27,0,0,0,25047,3,0,0,1,0,0,0,0,0,575,0,0,0,0,9,0,0,0
1041884,20,0,13,22.5,0.916666667,5,0,5,4,1,1,12,0,0.3,0,0,0,0,0,0,0,0,51,0,0,0
1041887,23,0,117,24.21176471,0.504950495,13,3,35208,74,4,0,305,1,0.17605042,-0.005049505,0,1,2739,0,0,0,0,78,1,0,0
1041918,23,0,6,23.8,0.5,1,0,829,43,0,0,3,0,0.4,0,0,-1,0,0,0,0,0,14,0,0,0
1041924,24,0,13,22.6,0.153846154,2,0,10114,13,0,1,12,-1,-0.036363636,0.010989011,0,0,0,0,0,0,0,55,1,0,0
1042047,25,0,6,24,1,2,2,2593,5,0,0,1,1,0,0,0,0,0,0,0,0,0,25,0,0,0
1042092,22,0,7,23.25,0.2,2,0,587,0,0,0,5,0,0.25,0,0,0,0,0,0,0,0,61,1,0,0
1042157,31,1,5,29.8,0.8,2,0,19334,0,0,0,3,0,0.2,0,0,0,0,0,0,0,0,80,0,0,0
1042178,24,0,3,26,0.666666667,1,0,29398,93,0,1,0,-1,0.666666667,0.166666667,-1,0,1671,9,0,0,0,48,0,0,0
1042212,20,0,6,29.66666667,1,2,0,521,1,0,1,6,0,0.166666667,0,0,0,0,0,0,0,0,42,0,0,0
1042262,25,0,67,25,0.885245902,17,2,51678,33,0,0,98,6,0.104166667,-0.003642987,-1,0,5206,3,0,0,5,54,0,0,0
1042328,29,0,6,27.25,0.2,1,0,2973,76,0,0,2,0,0,0,0,0,479,8,0,0,0,39,1,0,1
1042367,33,1,1,40,1,1,0,1013,77,0,1,1,0,0,0,0,0,23,1,0,0,0,25,1,0,0
1042379,16,0,32,18.5,0.25,11,1,6500,69,1,0,22,7,0,-0.083333333,0,0,3347,1,0,0,0,7,1,0,0
1042381,19,0,2,22.5,1,1,0,168,56,0,0,3,0,0,0,0,0,0,0,0,0,0,10,1,0,0
1042460,23,0,52,24.46341463,0.543478261,9,2,9544,14,3,1,61,-1,0.320557491,-0.009713228,0,0,0,0,0,0,0,81,1,0,0
1042461,22,0,4,25.75,0.75,1,0,9295,463,0,0,11,-1,0.15,-0.05,0,0,2290,30,0,0,0,16,1,0,0
1042468,18,0,8,21.66666667,0.285714286,4,1,416,111,0,2,3,3,0.666666667,0.085714286,0,1,134,31,0,0,1,33,1,0,0
1042477,25,0,20,26.42857143,0.529411765,4,0,32894,0,0,1,0,0,0.357142857,0,0,0,42,0,0,0,0,56,0,0,0
1042479,18,0,3,22,0,1,0,960,3,0,1,7,0,0.5,0,0,0,0,0,0,0,0,56,1,0,0
1042505,22,0,5,22.25,0.8,1,0,2958,1,0,1,51,0,0,0,0,0,0,0,0,0,0,58,0,0,0
1042518,27,0,2,27,0.5,2,0,23635,137,0,2,1,0,0.5,0,0,0,0,0,0,0,0,31,1,0,0
1042587,17,0,10,18.125,0.777777778,2,0,20318,11,0,0,3,1,0.839285714,0.027777778,0,0,2987,0,0,0,0,11,1,0,0
1042621,22,0,5,20.75,1,1,0,8428,4,0,0,5,0,0.25,0,0,0,176,0,0,0,0,22,1,0,0
1042656,26,0,2,27,1,1,0,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,0
1042753,23,1,5,24,1,3,0,18411,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,34,0,0,0
1042776,23,1,1,20,1,1,0,376,2,0,0,2,0,1,0,0,0,28,0,0,0,0,10,0,0,1
1042805,20,1,36,22.4,0.28125,4,0,42677,109,1,0,13,-1,0.733333333,-0.021780303,-1,0,0,0,0,0,0,53,0,0,0
1042948,30,1,2,32.5,1,2,0,6467,26,0,1,3,0,0,0,0,0,1004,0,0,0,0,26,0,0,0
1042982,23,0,2,29,1,1,0,53207,40,0,1,5,0,1,0,0,0,979,0,0,0,0,66,1,0,0
1042989,32,1,5,29.66666667,0.5,4,1,19047,229,0,1,3,0,0,0,0,1,0,0,0,0,0,60,1,0,0
1043020,23,0,21,20.33333333,0.1875,5,2,42643,351,0,0,18,4,0.166666667,0.110576923,0,2,7180,21,0,0,2,32,0,0,0
1043051,24,0,4,23,0.75,1,0,45683,38,0,0,3,0,0,0,0,0,2782,0,0,0,0,48,0,0,0
1043064,40,1,2,33.5,1,1,0,7624,20,0,1,1,0,0.5,0,0,0,0,0,0,0,0,46,0,0,0
1043163,29,0,6,23.66666667,0.6,2,0,2662,29,0,0,2,1,0,0.1,1,0,626,0,0,0,0,24,1,0,0
1043166,26,0,4,23,0.333333333,1,0,2065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,71,1,0,0
1043216,30,0,2,39,1,2,0,66,0,0,0,1,0,1,0,0,0,0,0,0,0,0,53,0,0,0
1043263,45,1,49,30.625,0.315789474,15,7,48707,9,100,1,67,2,0.443181818,0.018492176,0,3,1643,1,0,0,0,70,1,0,0
1043278,26,0,11,23.44444444,0.6,4,0,23159,22,0,0,7,0,0.333333333,0,0,0,0,0,0,0,0,51,1,0,0
1043341,22,1,7,20.4,0.428571429,6,0,7656,104,0,0,8,0,0.4,0,0,0,3277,0,0,0,1,16,1,0,0
1043372,18,0,31,22.5,0.791666667,6,1,18183,32,2,1,4,-8,1.178571429,-0.014784946,1,1,1895,4,0,1,0,18,0,0,0
1043389,22,0,3,23.33333333,0.5,1,0,0,2,0,1,1,1,1.833333333,0,0,0,0,0,0,0,0,7,0,0,0
1043412,24,0,15,24.27272727,0.75,4,0,3232,458,1,1,4,0,0.181818182,0,0,0,0,1,0,0,0,52,0,0,0
1043435,22,0,27,22,0.576923077,1,0,14232,85,0,1,18,1,0.28,0.016923077,0,0,0,0,0,0,0,42,0,0,0
1043449,33,0,7,33,0.5,1,0,8238,161,0,1,2,0,0,0,0,0,41,17,0,0,0,52,1,0,0
1043474,17,0,1,10,1,1,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
1043484,20,1,22,19.76470588,0.55,4,2,13427,45,0,1,24,0,0.117647059,0,0,0,404,0,0,0,0,29,0,0,0
1043559,31,0,5,30.25,0.5,3,0,766,32,0,1,2,0,0.5,0,0,0,3,0,0,0,0,52,0,0,0
1043629,23,0,19,26.85714286,0.875,2,2,23114,14,4,1,31,0,0.087912088,0,0,0,0,0,0,0,0,69,0,0,0
1043696,21,1,3,20.33333333,0,1,0,27349,12,0,0,2,0,0.333333333,0,0,0,402,0,0,0,0,24,1,0,0
1043713,18,0,5,18,0.2,1,0,199,13,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,0,0
1043900,26,1,16,28.06666667,0.642857143,3,0,2380,89,0,1,11,0,0.133333333,0,0,0,0,0,0,0,0,55,0,0,0
1043924,22,0,153,26.54782609,0.457142857,29,4,37741,139,2,0,5,0,0.21161919,-0.003288798,0,-1,761,4,0,0,-3,29,1,0,0
1043977,32,1,4,21,1,2,1,26291,0,0,0,2,1,-7.5,0,0,1,627,0,0,0,0,26,0,0,0
1044009,29,0,19,31.13333333,0.166666667,4,0,42712,0,0,0,21,0,0.333333333,0,0,0,2836,0,0,0,1,83,1,0,0
1044027,20,1,11,21.875,0.777777778,2,0,18833,5,0,1,3,0,0.5,0,0,-1,2011,0,0,0,0,28,1,0,0
1044058,32,1,2,30.5,0.5,1,0,2108,65,0,1,2,0,0.5,0,0,0,269,5,0,0,0,39,1,0,0
1044072,19,0,7,20.33333333,0,3,0,11211,8,0,0,8,0,0.333333333,0,0,0,0,0,0,0,0,42,1,0,0
1044086,22,1,24,22.70588235,0.6,2,0,33719,18,0,4,8,0,0.529411765,0,0,0,0,0,0,0,0,41,1,0,0
1044104,22,1,20,23.44444444,0.333333333,1,0,45134,49,0,0,13,2,0.319444444,0.020833333,0,0,1259,0,0,0,-1,42,0,0,1
1044115,23,1,8,23.33333333,1,1,0,2548,12,1,0,4,0,0,0,0,0,0,0,0,0,0,39,0,0,0
1044118,23,0,4,20,0.75,1,0,42960,9,0,1,1,0,0,0,0,0,0,0,0,0,0,53,1,0,0
1044123,22,1,8,21.2,0.75,1,1,6506,108,3,0,3,0,0,0,0,0,28,0,0,0,0,52,1,0,0
1044172,23,1,1,21,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0
1044207,33,0,6,27.66666667,0.5,1,0,1993,2,0,0,1,0,0.666666667,0,0,0,0,0,0,0,0,19,0,0,0
1044222,21,1,4,29,1,1,0,5999,3,0,0,1,1,1,0,0,-1,1981,2,0,0,0,9,0,0,0
1044240,23,0,14,22.72727273,0.636363636,3,0,15658,358,294,0,107,0,0.272727273,0,0,0,1691,11,0,0,13,18,1,0,0
1044281,20,0,214,20.03409091,0.702020202,10,1,21542,19,1,0,161,-4,0.289646465,0.000528,-1,0,49,0,0,0,0,42,0,0,1
1044294,21,0,65,21.63461539,0.576271186,8,0,19450,0,0,0,98,0,-0.032051282,-0.033898305,-1,0,1010,0,0,0,5,46,0,0,0
1044391,21,0,8,22.71428571,0.428571429,5,0,5874,57,2,1,5,0,0.285714286,0,0,0,0,0,0,0,0,44,0,0,0
1044393,43,0,4,33,1,1,0,1679,42,0,1,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0
1044411,17,0,2,15,0,1,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0
1044435,26,0,58,24.48979592,0.636363636,7,1,67245,119,6,1,33,7,-0.055658627,-0.03030303,1,0,2980,10,0,0,0,65,0,0,0
1044454,33,0,3,34,0.666666667,2,0,1586,11,0,1,0,0,0.5,0,0,0,0,0,0,0,0,56,0,0,0
1044462,20,0,32,21.14285714,0.35483871,5,1,7694,239,1,0,98,0,0.714285714,0,1,1,141,2,0,0,-3,35,0,0,0
1044515,35,0,9,32.8,0.571428571,1,1,19,1,0,1,3,0,0.2,0,0,0,0,0,0,0,0,51,0,0,0
1044549,23,0,51,23.22222222,0.734693878,7,1,46947,148,5,0,214,-2,0.115839244,0.009203682,1,0,2309,5,0,0,3,57,0,0,0
1044646,18,0,9,20.14285714,0.25,2,0,7123,42,0,1,3,0,0.428571429,0,0,0,0,0,0,0,0,37,0,0,0
1044648,21,0,13,22.8,0.7,6,1,42437,20,0,0,5,7,-0.2,0.2,4,1,12745,9,0,0,1,13,0,0,0
1044666,21,0,17,23.63636364,0.923076923,8,0,5318,16,0,0,23,0,0.181818182,0,0,0,0,0,0,0,-1,38,0,0,0
1044692,26,0,11,35,0.363636364,5,0,527,94,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,41,0,0,0
